,year,month,day,day_of_week,day_of_year,quarter,hour,minute,second,temp,cond,do,turb,chl-a
4106,2019,3,18,0,77,1,10,3,33,30.49608,94.4827,5.849427,268.7722,243.287
4107,2019,3,15,4,74,1,14,33,32,30.18945,92.3987,7.088377,43.75603,179.6035
4108,2019,3,4,0,63,1,18,47,54,30.37854,98.15106,6.6285539999999985,70.80499,77.32838000000002
4109,2019,3,20,2,79,1,17,14,44,31.26601,97.13293,9.462267,106.361,325.3182
4110,2019,9,26,3,269,3,0,17,0,29.45626,112.346,5.632872,77.41528000000002,446.4382
4111,2019,3,31,6,90,1,10,3,9,29.77816,94.75803,2.068903,91.51991,194.5931
4112,2019,3,21,3,80,1,19,34,44,31.11528,97.3998,9.481335,96.62659,332.7999
4113,2019,3,18,0,77,1,14,23,33,30.78315,94.26241,11.55219,241.2854,262.9261
4114,2019,9,25,2,268,3,14,47,0,29.6967,112.3963,5.929363,149.0472,534.0897
4115,2019,3,25,0,84,1,16,14,44,29.92168,92.95605,4.933823,94.15382,325.7836
4116,2019,3,11,0,70,1,20,38,5,29.02744,86.19041,2.841958,29.71601,70.63566999999998
4117,2019,3,20,2,79,1,21,4,44,31.26672,98.51856,6.136241,102.5416,322.1939
4118,2019,3,16,5,75,1,9,43,32,30.19826,91.89698,8.0694,92.02924,225.1048
4119,2019,3,31,6,90,1,1,33,9,30.20907,98.20801,1.126107,98.35441,221.6638
4120,2019,9,30,0,273,3,3,17,0,29.33397,112.0504,5.375411,197.3041,603.2298
4121,2019,2,26,1,57,1,9,30,0,30.0854,99.7232,5.899718,48.32637,58.1838
4122,2019,3,19,1,78,1,21,53,33,31.08263,97.05974,8.400012,233.338,298.3417
4123,2019,2,26,1,57,1,1,40,0,30.29716,100.2601,5.985067,60.3228,58.20583000000001
4124,2019,3,21,3,80,1,13,24,44,30.95923,97.68407,6.919531,97.14392,293.6214
4125,2019,3,31,6,90,1,18,13,9,30.20618,94.32505,5.089434,130.5034,225.4864
4126,2019,4,4,3,94,2,16,40,17,28.85162,74.08046999999998,2.80306,69.08575,68.21226
4127,2019,2,26,1,57,1,1,0,0,30.28297,100.3793,5.437061,57.27701,55.80014
4128,2019,2,24,6,55,1,9,40,0,30.04856,97.62254,6.774614,38.90401,58.58164
4129,2019,3,17,6,76,1,1,33,33,30.59931,93.60386,8.519722,130.035,295.4190000000001
4130,2019,4,2,1,92,2,2,23,9,30.79698,96.98241,5.807537,67.47639000000001,105.8338
4131,2019,2,22,4,53,1,13,20,0,29.94126,94.70404,9.919482,73.32381,75.30107
4132,2019,3,5,1,64,1,14,27,54,30.50708,99.63621,7.976303,83.63821999999998,80.55507
4133,2019,3,31,6,90,1,10,23,9,29.759290000000004,94.13216,2.280011,134.3263,194.5974
4134,2019,2,21,3,52,1,20,40,0,29.92741,94.13733,10.89323,83.91696999999998,72.95213000000003
4135,2019,9,26,3,269,3,3,17,0,29.31507,112.933,3.679371,113.2526,509.8029
4136,2019,2,21,3,52,1,19,0,0,29.92059,94.10535,11.53989,87.37005,74.68663000000002
4137,2019,3,5,1,64,1,18,37,54,30.62226,99.41497,8.929689,53.97622,73.08629
4138,2019,3,17,6,76,1,16,33,33,30.6878,94.35542,8.221909,192.045,282.1599
4139,2019,3,18,0,77,1,0,23,33,30.77095,95.58849,6.530019,250.1405,290.7284
4140,2019,4,2,1,92,2,11,33,9,30.34507,98.13203,2.426945,79.68765,93.21371
4141,2019,3,14,3,73,1,11,13,32,29.78749,91.70212,3.375396,27.59106,105.5105
4142,2019,3,9,5,68,1,16,18,5,30.532490000000006,105.6573,4.936167,31.32558,75.98472
4143,2019,10,2,2,275,4,13,58,9,28.95265,112.4092,5.7540830000000005,112.1881,760.2291
4144,2019,3,22,4,81,1,23,24,44,30.75191,99.79249,4.31882,77.24857,331.0080000000001
4145,2019,3,15,4,74,1,14,23,32,30.182640000000006,92.71315,6.390751,44.1862,171.8105
4146,2019,3,7,3,66,1,0,58,5,30.89391,101.7256,8.136449,31.61001,65.43873
4147,2019,10,3,3,276,4,20,43,9,29.04746,114.6242,5.568828,135.4346,846.6431
4148,2019,2,27,2,58,1,7,20,0,30.31351,100.8634,7.3146179999999985,57.07994,47.15013
4149,2019,3,15,4,74,1,15,43,32,30.37654,92.11004,8.983332,51.54276,202.4609
4150,2019,3,29,4,88,1,13,43,9,30.19798,96.01231,4.222854,37.045,331.6722
4151,2019,3,12,1,71,1,3,38,5,29.25208,87.9522,3.078601,25.03372,60.20644
4152,2019,3,10,6,69,1,16,58,5,30.2813,104.1769,3.752587,17.72465,71.03383000000002
4153,2019,3,23,5,82,1,14,4,44,30.71947,99.33957,6.302463,50.1212,340.0375
4154,2019,3,27,2,86,1,19,23,9,30.483790000000006,94.65189,7.104852,38.3655,371.9044
4155,2019,2,28,3,59,1,6,27,53,30.48279,102.5919,7.5621649999999985,42.27951,53.73471
4156,2019,10,2,2,275,4,10,13,9,28.84725,111.4723,4.853376,105.7544,731.2851
4157,2019,3,14,3,73,1,22,43,32,30.11031,92.34559,4.26636,43.00763,165.0616
4158,2019,3,30,5,89,1,7,43,9,30.03745,97.53299,1.455708,56.88528,232.4276
4159,2019,9,25,2,268,3,0,12,57,29.75348,112.5189,3.734524,117.9426,407.0924
4160,2019,3,16,5,75,1,11,3,33,30.18089,92.9778,7.805107,99.29636,198.6496
4161,2019,9,25,2,268,3,22,2,0,29.6419,112.0961,8.090341,111.9415,433.1331
4162,2019,9,28,5,271,3,13,2,0,29.31758,113.4014,4.8931879999999985,233.0339,566.6267
4163,2019,9,28,5,271,3,20,2,0,29.78765,114.0999,7.236515,240.1003,805.3749
4164,2019,3,3,6,62,1,15,27,53,30.22513,111.8127,6.902224,43.57253,74.30115
4165,2019,9,18,2,261,3,19,12,57,29.96421,107.9946,11.71248,92.83028,934.584
4166,2019,2,24,6,55,1,3,20,0,30.38667,98.63596,6.96904,49.01345,49.11686
4167,2019,9,26,3,269,3,8,17,0,29.14237,113.1291,2.389436,88.72131999999998,423.822
4168,2019,9,30,0,273,3,22,2,0,29.31079,112.2759,5.197138,106.9774,756.78
4169,2019,10,4,4,277,4,14,43,9,28.90893,114.4511,7.040953,131.8486,932.5027
4170,2019,3,19,1,78,1,21,43,33,31.19223,97.00531,8.618369,226.3499,299.9479
4171,2019,2,20,2,51,1,15,30,0,29.743440000000003,94.92867,9.89364,51.81496,75.37791
4172,2019,3,25,0,84,1,12,54,44,29.81085,93.32027,3.176939,82.34103,284.2019
4173,2019,3,30,5,89,1,22,13,9,30.50393,98.99337,3.004334,92.36103,229.3678
4174,2019,2,23,5,54,1,18,10,0,30.10788,96.63733,7.676761,48.2459,54.11361
4175,2019,10,7,0,280,4,5,13,57,28.936390000000006,114.8944,7.458777,217.2771,957.7303
4176,2019,3,11,0,70,1,21,28,5,28.99767,85.9391,2.463236,26.12257,67.75050999999999
4177,2019,10,1,1,274,4,15,17,0,29.06935,111.2751,6.580765,125.7317,704.2211
4178,2019,2,25,0,56,1,18,40,0,30.23502,98.71094,6.917364,80.03871,66.27874
4179,2019,3,17,6,76,1,23,3,33,30.95658,93.80872,11.09542,247.5936,325.0827
4180,2019,3,11,0,70,1,10,38,5,28.60665,84.80436999999998,2.719369,31.21233,49.31315
4181,2019,3,19,1,78,1,1,23,33,30.88308,96.08766,7.586133,260.0997,267.9271
4182,2019,3,7,3,66,1,9,8,5,30.62822,101.8799,7.131571000000001,16.28987,56.74263000000001
4183,2019,3,25,0,84,1,10,14,44,29.703840000000003,93.65754,2.447175,103.0002,284.4827
4184,2019,3,6,2,65,1,21,58,5,30.83538,93.04199,8.581998,35.78275,65.67463000000001
4185,2019,10,3,3,276,4,16,43,9,29.00006,114.0992,6.776333,116.3428,931.7233
4186,2019,3,11,0,70,1,11,38,5,28.715020000000006,84.48781,2.972041,28.64512,48.0893
4187,2019,2,23,5,54,1,3,0,0,30.086920000000006,97.18751,6.718083,63.08466,51.93946
4188,2019,3,23,5,82,1,23,24,44,30.89887,100.0945,4.843571,38.87619,347.395
4189,2019,3,17,6,76,1,22,43,33,30.85003,94.19588,10.31047,236.7021,323.1446
4190,2019,4,5,4,95,2,8,0,17,28.92626,76.69125,2.579333,81.01317,48.09102
4191,2019,10,4,4,277,4,19,13,9,28.96711,114.8909,6.4277120000000005,181.0302,1048.196
4192,2019,2,25,0,56,1,15,20,0,30.18208,98.94942,7.367445,43.57984,64.14146
4193,2019,3,19,1,78,1,7,33,33,30.74995,95.41497,8.754693,213.3187,243.2829
4194,2019,10,6,6,279,4,20,58,10,29.19571,114.4971,6.2808449999999985,196.5837,957.2454
4195,2019,3,17,6,76,1,2,13,33,30.59455,93.581,7.4481199999999985,178.1924,313.5115
4196,2019,3,24,6,83,1,13,34,44,30.6808,99.25121,5.660971,60.17087,354.67800000000005
4197,2019,2,27,2,58,1,8,30,0,30.17526,100.8092,5.689708,51.26043,59.57343
4198,2019,3,1,4,60,1,1,47,53,30.50296,102.6212,8.786757000000001,41.51025,51.14211
4199,2019,9,13,4,256,3,18,0,0,30.90348,107.8813,9.563592,55.65485,53.10511
4200,2019,3,11,0,70,1,15,48,5,28.870390000000004,85.00574,3.395133,47.91024,51.11845
4201,2019,2,28,3,59,1,5,57,53,30.46003,103.7221,6.8342,41.1048,50.0246
4202,2019,10,2,2,275,4,2,17,0,29.2661,111.8906,8.853786999999997,127.8784,709.9427
4203,2019,4,4,3,94,2,2,30,17,28.67388,73.45164,2.359204,62.90976,61.87144
4204,2019,2,27,2,58,1,0,30,0,30.346090000000004,101.2852,4.975932,70.22406,57.42977
4205,2019,3,19,1,78,1,17,53,33,31.00297,97.64764,10.18262,181.5819,296.2103
4206,2019,9,29,6,272,3,13,32,0,29.41419,111.7643,5.069275,157.7147,578.5195
4207,2019,3,23,5,82,1,19,44,44,30.900540000000003,100.2412,5.929029,50.11255,362.886
4208,2019,9,21,5,264,3,5,57,57,29.64126,107.7089,6.920058999999998,161.8806,887.6238
4209,2019,3,28,3,87,1,6,23,9,30.280240000000006,93.89741,7.470381,38.47984,302.1255
4210,2019,3,16,5,75,1,15,13,33,30.41934,92.72983,9.068988,118.4919,245.6494
4211,2019,4,4,3,94,2,23,10,17,29.6259,78.12154,4.422498,72.92295,53.54495
4212,2019,3,4,0,63,1,23,57,54,30.506940000000004,99.8521,5.563115,60.58005,52.15653
4213,2019,3,23,5,82,1,18,54,44,30.87364,100.5094,4.595311,50.33138,329.0044
4214,2019,3,2,5,61,1,1,7,53,29.91478,96.25827,4.619031,37.83788,41.16884
4215,2019,3,21,3,80,1,12,24,44,30.94962,97.93536,5.868601,102.6878,277.2511
4216,2019,2,26,1,57,1,10,50,0,30.10169,99.69879,6.531728,63.85494,57.80363000000001
4217,2019,3,13,2,72,1,3,28,5,29.38949,88.4688,2.006261,25.97915,77.62646
4218,2019,4,2,1,92,2,11,23,9,30.35964,98.45049,3.054536,59.64516,90.47843
4219,2019,3,6,2,65,1,23,28,5,30.76143,101.785,7.455192999999999,23.24249,64.48373000000001
4220,2019,9,18,2,261,3,18,12,57,29.8252,107.3602,12.11398,104.8312,951.3265
4221,2019,3,22,4,81,1,20,54,44,30.65274,99.48224,5.071106,79.74458,344.0947
4222,2019,3,15,4,74,1,2,53,32,30.27781,92.31049,5.294781,35.7045,154.9909
4223,2019,3,7,3,66,1,15,58,5,30.86222,102.9942,7.23827,15.31929,62.55629
4224,2019,3,9,5,68,1,17,18,5,30.495990000000006,105.8377,4.32414,17.24599,78.92276
4225,2019,9,23,0,266,3,0,42,57,29.89622,109.5196,7.222761,166.2248,707.1874
4226,2019,3,24,6,83,1,3,44,44,30.96565,98.65781,8.235566,46.33195,333.9625
4227,2019,3,17,6,76,1,23,13,33,30.95318,94.10944,11.14118,240.5583,325.2075
4228,2019,9,26,3,269,3,9,17,0,29.11913,112.8603,2.694375,102.2147,418.3317
4229,2019,2,25,0,56,1,20,10,0,30.345340000000004,99.13329,8.506067,42.92484,66.52435
4230,2019,2,23,5,54,1,17,10,0,30.24803,96.98769,9.818719,44.9129,75.0817
4231,2019,3,6,2,65,1,11,38,5,30.37917,100.3606,6.772148,38.18197,50.75312
4232,2019,2,20,2,51,1,14,10,0,29.6673,91.27897,8.805522999999997,52.71703,56.74622
4233,2019,2,28,3,59,1,5,27,53,30.52651,102.8354,7.687705999999999,44.0316,51.17584
4234,2019,3,17,6,76,1,1,53,33,30.65995,93.49339,8.824803999999997,155.3186,308.9134
4235,2019,4,2,1,92,2,5,23,9,30.51884,97.92754,4.17635,57.90545,100.9186
4236,2019,3,31,6,90,1,1,23,9,30.34624,96.9491,2.483277,137.3582,206.9014
4237,2019,3,6,2,65,1,7,47,54,30.38665,99.75698,7.705491,54.36445,56.21967
4238,2019,3,5,1,64,1,11,17,54,30.29252,99.32491,6.402316000000001,65.88625,54.39825
4239,2019,3,30,5,89,1,7,53,9,30.03093,97.87901,0.9119164,78.84486,232.4976
4240,2019,9,26,3,269,3,21,32,0,29.77351,113.4417,6.4534720000000005,118.1583,540.3289
4241,2019,3,1,4,60,1,9,7,53,30.11542,104.0253,4.044735,50.86576,47.81819
4242,2019,3,21,3,80,1,18,44,44,31.19123,97.84753,10.28744,91.61224,327.5918
4243,2019,3,6,2,65,1,0,37,54,30.80795,100.7263,6.980453,37.87038,62.34076999999999
4244,2019,3,21,3,80,1,5,34,44,31.15104,97.79536,8.270927,105.6452,286.2452
4245,2019,9,15,6,258,3,21,45,1,30.16986,105.632,8.38083,103.6493,309.1276
4246,2019,3,9,5,68,1,19,28,5,30.800320000000006,104.3167,6.44972,23.6776,70.23383000000001
4247,2019,3,19,1,78,1,11,53,33,30.69796,94.98046,8.549947,232.8854,233.8896
4248,2019,3,2,5,61,1,1,47,53,29.89456,97.04328,4.5552790000000005,28.961340000000003,43.11666
4249,2019,10,7,0,280,4,1,43,10,29.14524,116.2747,9.156162,173.1447,907.6586
4250,2019,3,24,6,83,1,21,44,44,30.23225,91.72553,5.66214,101.9193,284.733
4251,2019,3,26,1,85,1,14,34,44,29.91923,92.84299,5.252726,54.82465,335.8796
4252,2019,3,23,5,82,1,2,14,44,30.89061,99.77563,5.15221,80.23158000000002,326.8287
4253,2019,3,27,2,86,1,7,14,44,30.24553,93.16871,7.162164999999999,45.93099,330.3449
4254,2019,2,27,2,58,1,17,47,53,30.41598,101.366,8.507585,66.6303,66.37186
4255,2019,3,4,0,63,1,20,27,54,30.34634,98.38007,6.592381,73.72131,64.97400999999999
4256,2019,3,3,6,62,1,2,47,53,29.94446,98.47076,4.565625,28.06927,42.04901
4257,2019,3,1,4,60,1,17,47,53,30.10933,94.21427,6.1288589999999985,48.77719,43.88988
4258,2019,9,17,1,260,3,7,0,1,29.50603,105.3982,7.83268,92.32793,794.6563
4259,2019,3,13,2,72,1,21,43,32,29.913690000000006,89.68856,4.167995,25.48651,123.7857
4260,2019,3,2,5,61,1,16,7,53,29.81232,96.14236,5.945614,53.42884,58.49188
4261,2019,9,26,3,269,3,13,2,0,29.28196,112.8002,4.0801050000000005,107.6526,473.2695
4262,2019,3,30,5,89,1,10,33,9,30.03616,97.85874,1.502795,62.39528000000001,242.7948
4263,2019,3,16,5,75,1,2,3,32,30.43213,93.30894,7.152083,98.65483,229.3327
4264,2019,3,27,2,86,1,14,3,9,30.2468,94.69581,7.336461999999999,25.9502,342.6441
4265,2019,3,5,1,64,1,1,17,54,30.4311,99.93394,4.478407,64.37250999999999,56.49387
4266,2019,3,5,1,64,1,5,7,54,30.55631,99.56158,7.491356,55.85563000000001,52.67114
4267,2019,9,27,4,270,3,6,17,0,29.4359,112.399,4.51101,107.6764,469.7967
4268,2019,3,24,6,83,1,17,44,44,30.38533,92.33942,6.997495,89.1853,298.9034
4269,2019,3,22,4,81,1,3,44,44,30.59682,99.19583,4.957685,85.93785,296.4731
4270,2019,3,4,0,63,1,21,37,54,30.37986,99.18242,6.016463,50.28355,60.80646
4271,2019,10,4,4,277,4,20,28,9,29.02418,115.083,6.024515,113.5209,1020.095
4272,2019,3,27,2,86,1,6,54,44,30.237890000000004,93.29351,6.3725580000000015,52.11189,331.99300000000005
4273,2019,10,2,2,275,4,22,58,9,29.11056,113.8367,5.72921,146.0937,767.2678
4274,2019,9,30,0,273,3,13,32,0,29.15586,111.5882,4.771561,139.8938,616.5956
4275,2019,3,24,6,83,1,15,4,44,30.92491,99.1644,6.365771,55.74976,333.0003
4276,2019,9,16,0,259,3,16,15,1,29.95591,105.871,8.765839,79.95295,385.2471
4277,2019,10,1,1,274,4,8,47,0,28.90557,111.1767,4.504828,106.1941,576.425
4278,2019,3,10,6,69,1,6,38,5,30.147890000000004,102.7535,2.976195,16.04287,59.35618
4279,2019,3,16,5,75,1,21,3,33,30.47065,93.03885,8.845542,189.5719,296.5107
4280,2019,3,12,1,71,1,18,38,5,29.07007,85.74776,3.032013,24.00901,76.97446
4281,2019,9,27,4,270,3,13,2,0,29.34448,112.9103,4.565086,95.05984,449.5599
4282,2019,2,21,3,52,1,6,20,0,29.75914,93.77065,8.586433,29.227940000000004,51.10672
4283,2019,3,31,6,90,1,2,33,9,30.24248,94.83064,4.276871,75.71836,209.7322
4284,2019,3,1,4,60,1,7,37,53,30.13836,103.6587,4.252428,63.80946,51.84199
4285,2019,3,22,4,81,1,19,4,44,30.694840000000006,99.51293,6.265213,72.87231,360.1505
4286,2019,4,1,0,91,2,2,43,9,30.36796,95.22699,4.40902,63.16433000000001,155.6558
4287,2019,3,28,3,87,1,9,53,9,30.17976,93.90894,6.257607,36.04956,340.2717
4288,2019,3,30,5,89,1,17,33,9,30.28718,97.6444,3.191135,156.0979,256.0679
4289,2019,9,20,4,263,3,0,42,57,29.76833,106.5274,7.059034,111.1174,588.0711
4290,2019,3,18,0,77,1,10,23,33,30.500120000000006,94.95314,6.210139,256.78,265.8465
4291,2019,3,30,5,89,1,20,33,9,30.51037,97.97282,3.331075,82.12652,272.7444
4292,2019,2,22,4,53,1,6,10,0,29.97927,95.74004,8.903952,44.20929,53.78907
4293,2019,10,2,2,275,4,10,28,9,28.84538,111.5977,4.828341,110.5483,663.0833
4294,2019,10,4,4,277,4,2,13,9,29.11007,115.3938,8.294578999999999,158.2556,809.1494
4295,2019,9,23,0,266,3,2,57,57,29.60274,109.0553,5.944072,121.5675,586.9618
4296,2019,3,27,2,86,1,17,13,9,30.5012,94.32983,8.133836,31.06551,414.7829
4297,2019,3,23,5,82,1,5,14,44,30.930020000000006,99.50525,7.1657449999999985,104.0066,316.8003
4298,2019,3,2,5,61,1,10,47,53,29.55545,97.37238,3.596813,41.71486,42.26842
4299,2019,9,24,1,267,3,17,27,57,29.858940000000004,111.532,6.38908,102.4111,756.5723
4300,2019,10,7,0,280,4,4,43,57,28.957790000000006,115.56,8.061919,205.7194,919.0911
4301,2019,9,21,5,264,3,20,27,57,29.765790000000006,108.1936,6.145302,78.31393,536.229
4302,2019,3,3,6,62,1,18,27,53,30.31914,98.04475,7.320908,43.57394,67.69949
4303,2019,3,6,2,65,1,1,47,54,30.89719,100.497,8.281336,30.966040000000003,61.1405
4304,2019,2,23,5,54,1,7,50,0,30.09453,96.56476,10.56939,40.65622000000001,59.47722
4305,2019,3,3,6,62,1,23,37,53,30.45041,98.87462,6.32379,56.19686,54.20018
4306,2019,9,29,6,272,3,16,2,0,29.566440000000004,111.5068,6.923911,207.1761,772.7239
4307,2019,3,18,0,77,1,12,53,33,30.61136,93.99124,9.847099,267.2332,233.2245
4308,2019,3,31,6,90,1,17,13,9,30.07197,94.63892,4.098109,253.6783,205.5419
4309,2019,10,1,1,274,4,20,47,0,29.250290000000003,112.3643,5.5437,121.3564,724.0253
4310,2019,3,5,1,64,1,11,7,54,30.29198,99.23188,6.476522,51.95626,57.55394
4311,2019,3,23,5,82,1,10,14,44,30.68047,98.98563,4.972795,58.64793,308.1444
4312,2019,3,17,6,76,1,3,13,33,30.55098,93.77361,7.4316460000000015,183.6483,304.3378
4313,2019,4,3,2,93,2,12,50,17,29.40142,80.13903,3.232735,56.65717,73.53453
4314,2019,3,22,4,81,1,11,34,44,30.4191,98.93126,5.107913,111.8385,301.7877
4315,2019,4,2,1,92,2,6,53,9,30.3762,98.26275,3.049717,83.56804,99.66051
4316,2019,2,21,3,52,1,16,50,0,29.74833,94.03112,9.36531,44.14618,63.77794
4317,2019,9,20,4,263,3,10,27,57,29.552940000000003,105.9501,7.7931149999999985,107.5746,910.5455
4318,2019,4,2,1,92,2,15,3,9,30.45077,97.58166,3.540399,171.938,108.4408
4319,2019,2,24,6,55,1,5,40,0,30.39505,97.90302,9.65876,78.86126,55.99661999999999
4320,2019,2,26,1,57,1,17,20,0,30.28019,100.2049,7.030678999999999,79.53241,65.95976
4321,2019,4,2,1,92,2,20,53,9,29.56462,79.94296999999997,3.84893,103.9491,87.29808
4322,2019,10,6,6,279,4,6,58,10,29.00976,115.6166,8.824313,189.4717,935.2966
4323,2019,3,21,3,80,1,22,14,44,30.90661,97.58311,8.326785000000001,110.958,315.1001
4324,2019,3,5,1,64,1,18,17,54,30.65163,99.34808,9.139622,56.68838,79.22287
4325,2019,2,27,2,58,1,13,17,53,30.32853,101.3445,7.927635,85.88655,67.98111999999999
4326,2019,9,19,3,262,3,13,12,57,29.44755,105.4722,6.781797999999998,78.06170999999998,777.8266
4327,2019,3,3,6,62,1,21,37,53,30.31387,99.13928,6.254653,51.75221,62.99076
4328,2019,3,14,3,73,1,23,13,32,30.12411,92.37728,5.0411410000000005,43.15227,168.9964
4329,2019,10,1,1,274,4,21,32,0,29.26292,112.0193,6.155263,210.4307,681.1409
4330,2019,4,4,3,94,2,22,20,17,29.0409,77.03047,2.4212,67.14613,56.30467
4331,2019,10,3,3,276,4,3,28,9,29.07695,116.6131,10.75508,108.1202,861.3382
4332,2019,10,4,4,277,4,11,28,9,28.7925,114.4925,5.405647,119.6344,695.7886
4333,2019,2,21,3,52,1,16,0,0,29.73709,94.06852,9.364145,34.59891,66.85704
4334,2019,3,14,3,73,1,12,53,32,29.99991,92.21074,5.572285,27.40063,116.3655
4335,2019,3,3,6,62,1,22,27,53,30.367520000000006,99.15682,6.493147,59.54195,57.88214
4336,2019,3,10,6,69,1,11,18,5,30.10636,104.5326,2.641149,20.41865,53.99043
4337,2019,4,3,2,93,2,23,50,17,28.77958,73.09732,2.462009,59.80159,58.85014
4338,2019,9,29,6,272,3,20,2,0,29.49583,112.3764,4.748635,170.44,585.8238
4339,2019,3,1,4,60,1,2,17,53,30.4654,102.7768,8.438032000000002,47.2845,52.08515
4340,2019,3,16,5,75,1,14,33,33,30.45486,92.67329,9.467206,112.2081,238.5651
4341,2019,4,4,3,94,2,8,40,17,28.509190000000004,74.19135,1.863451,64.45062,53.81479
4342,2019,2,27,2,58,1,22,27,53,30.39727,101.9339,5.6731620000000005,72.42416,61.04151
4343,2019,2,22,4,53,1,2,20,0,29.83622,94.20192,7.999511999999998,49.37312,59.6246
4344,2019,9,28,5,271,3,6,17,0,29.2935,112.9633,4.747134,111.9329,541.4548
4345,2019,2,24,6,55,1,12,0,0,30.12578,98.08517,7.463864999999998,95.63657,57.74293
4346,2019,3,8,4,67,1,8,18,5,30.17063,104.8515,3.745476,28.95731,57.9266
4347,2019,2,23,5,54,1,22,50,0,30.21466,97.47369,7.5112070000000015,60.55748000000001,52.41133
4348,2019,3,3,6,62,1,17,57,53,30.15989,98.31223,6.185529,47.7011,61.67765
4349,2019,9,25,2,268,3,18,47,0,29.74543,113.2193,4.981808999999998,101.6925,507.8126
4350,2019,2,25,0,56,1,22,50,0,30.37439,99.39614,7.961739,79.40904,62.60292
4351,2019,4,2,1,92,2,21,53,9,29.54008,80.32866,3.681844,91.55743,86.57294
4352,2019,3,24,6,83,1,20,24,44,30.31222,92.05355,6.151236,88.37406,293.5966
4353,2019,3,13,2,72,1,2,28,5,29.675290000000004,89.06116,2.9209650000000003,27.56838,77.39567
4354,2019,9,15,6,258,3,6,15,1,30.0069,107.0696,6.3598040000000005,66.54261,246.0849
4355,2019,10,5,5,278,4,9,58,9,29.03544,116.2462,10.1576,158.6171,963.618
4356,2019,3,15,4,74,1,22,53,32,30.44921,93.85583,7.418462,81.75565,213.6709
4357,2019,10,5,5,278,4,10,13,9,29.00869,115.5265,9.664247,158.1574,921.4591
4358,2019,3,4,0,63,1,2,17,53,30.468870000000006,98.04784,6.530652,61.15363000000001,49.89908
4359,2019,3,23,5,82,1,1,4,44,30.84802,99.91602,5.423044,68.66254,342.1514
4360,2019,4,2,1,92,2,19,53,9,29.59682,79.53283,4.440772,122.5494,90.93932
4361,2019,3,9,5,68,1,13,18,5,30.514190000000006,105.8044,4.411354,11.33236,57.70314000000001
4362,2019,9,23,0,266,3,5,42,57,29.35945,110.1839,2.9685330000000003,82.14441,468.9031
4363,2019,2,23,5,54,1,6,50,0,30.14933,96.52076,8.985046,48.88101,54.16111
4364,2019,10,7,0,280,4,4,58,57,28.94275,121.1579,8.001612,209.269,934.9695
4365,2019,3,18,0,77,1,14,33,33,30.725240000000003,94.99866,10.50425,236.5922,263.0944
4366,2019,2,24,6,55,1,10,30,0,30.05725,98.60086,6.552845,31.84603,54.64051
4367,2019,3,25,0,84,1,16,54,44,29.86794,93.58168,3.164759,136.7636,312.6511
4368,2019,9,16,0,259,3,12,45,1,29.87147,105.9885,8.07141,56.86366,339.2383
4369,2019,3,21,3,80,1,13,4,44,30.93582,98.32283,5.993546,94.82419,287.4917
4370,2019,9,19,3,262,3,4,12,57,29.49224,107.0996,5.745262,127.3032,684.3163
4371,2019,10,5,5,278,4,22,58,10,29.32597,114.2812,6.416887,137.938,813.6537
4372,2019,2,24,6,55,1,23,40,0,30.30416,97.97552,6.912109,73.84277,47.31861
4373,2019,3,24,6,83,1,2,24,44,31.05597,98.75954,8.062944,42.68053,328.215
4374,2019,3,2,5,61,1,9,27,53,29.57951,96.50531,3.487495,28.41865,42.21765
4375,2019,3,17,6,76,1,19,3,33,30.74991,93.97895,9.957067,267.7641,305.8741
4376,2019,3,16,5,75,1,1,13,32,30.4854,93.84377,6.965524,93.80905,194.5146
4377,2019,2,24,6,55,1,7,30,0,30.1879,97.57516,8.574193,97.987,52.51979
4378,2019,3,26,1,85,1,5,34,44,29.96373,92.39941,5.906776,81.10031,279.862
4379,2019,10,5,5,278,4,15,43,9,29.13565,115.6877,9.311008,142.4848,1015.603
4380,2019,3,16,5,75,1,13,13,33,30.33928,92.29434,9.038011,108.2536,228.7745
4381,2019,4,3,2,93,2,11,30,17,29.282940000000004,80.61608000000003,2.374865,46.58379,66.78185
4382,2019,9,25,2,268,3,10,47,0,29.4588,112.3567,3.604919,117.3591,451.6074
4383,2019,9,27,4,270,3,12,32,0,29.42021,112.7023,5.471712,80.59747,505.1385
4384,2019,10,3,3,276,4,2,43,9,29.06346,114.1643,6.835597999999999,142.8163,811.1329
4385,2019,3,16,5,75,1,14,3,33,30.23533,93.44948,6.84682,96.90025,231.4765
4386,2019,2,28,3,59,1,19,27,53,30.53636,102.6306,7.936292,55.5661,62.17012
4387,2019,2,25,0,56,1,12,10,0,30.09696,98.60954,6.83312,36.20812,58.68616
4388,2019,9,20,4,263,3,22,42,57,29.80045,107.4507,6.389112,74.00022,529.9882
4389,2019,3,13,2,72,1,4,58,5,29.53717,88.56663,3.5621089999999995,28.84045,81.66291
4390,2019,3,8,4,67,1,23,58,5,30.85683,104.8188,5.865375,16.930429999999998,66.5387
4391,2019,2,22,4,53,1,16,40,0,29.89675,94.77325,8.665739,75.79777,60.02177
4392,2019,9,17,1,260,3,5,0,1,29.60984,105.2286,8.299237,142.1483,502.7894
4393,2019,3,9,5,68,1,12,58,5,30.43425,105.7419,4.150021,17.40879,57.63742
4394,2019,10,5,5,278,4,11,43,9,28.98938,114.733,7.620850999999999,152.5453,815.1577
