,year,month,day,day_of_week,day_of_year,quarter,hour,minute,second,temp,cond,do,turb,chl-a
1865,2019,3,1,4,60,1,7,17,53,30.15424,103.4939,4.503952,50.25908,48.89434
1866,2019,3,30,5,89,1,16,43,9,30.28579,97.43889,3.492939,125.8064,265.0879
1867,2019,10,4,4,277,4,18,28,9,28.94622,115.1606,5.913164,108.9601,976.1451
1868,2019,3,2,5,61,1,13,37,53,29.69064,96.5983,4.489224,38.73927,51.29836
1869,2019,3,3,6,62,1,2,37,53,29.92837,98.6661,3.923204,42.06156,45.03897
1870,2019,3,22,4,81,1,18,44,44,30.73382,99.47218,6.312573,75.7837,315.3107
1871,2019,9,27,4,270,3,17,32,0,29.63558,112.423,7.8612160000000015,121.0716,756.7249
1872,2019,3,24,6,83,1,0,14,44,30.96185,100.1038,4.657642,50.92455,356.2261
1873,2019,2,28,3,59,1,21,47,53,30.599090000000004,102.898,7.866343,56.05338,57.47179000000001
1874,2019,2,25,0,56,1,8,10,0,30.10526,98.20295,7.511436,80.77169,58.43186
1875,2019,9,15,6,258,3,21,30,1,30.17015,105.9981,8.789631,177.7776,299.7286
1876,2019,3,12,1,71,1,11,58,5,28.96938,85.42612,3.327484,24.52848,58.7901
1877,2019,3,6,2,65,1,13,18,5,30.43546,100.8995,6.723194,29.75515,46.3826
1878,2019,3,4,0,63,1,6,57,53,30.17591,96.92237,6.605955000000002,44.6463,48.18055
1879,2019,3,6,2,65,1,18,48,5,30.90168,101.0124,9.982097,35.15105,68.79254
1880,2019,10,7,0,280,4,6,28,57,28.8878,114.9514,5.616501,175.9395,832.1241
1881,2019,9,19,3,262,3,10,57,57,29.38535,105.1344,6.0170650000000006,94.40686,780.1248
1882,2019,2,22,4,53,1,3,20,0,29.84845,94.29148,8.036907000000001,48.70328,59.41243000000001
1883,2019,2,25,0,56,1,20,50,0,30.137320000000006,100.1952,4.7965860000000005,42.41721,51.60966
1884,2019,3,25,0,84,1,4,14,44,29.947540000000004,92.73034,3.730685,76.93165,270.2697
1885,2019,3,31,6,90,1,13,23,9,29.828190000000006,94.4625,1.7007290000000002,107.7491,199.4208
1886,2019,9,13,4,256,3,5,45,0,30.82524,108.5815,9.984937,78.38594,54.93607
1887,2019,9,23,0,266,3,19,12,57,29.72202,110.7878,5.322828,115.7753,620.8015
1888,2019,3,29,4,88,1,7,43,9,30.078570000000006,95.62103,3.715587,42.83789,318.1353
1889,2019,3,28,3,87,1,14,23,9,30.348840000000006,95.30496,6.8930539999999985,31.84158,394.3665
1890,2019,3,20,2,79,1,20,54,44,31.3634,97.85626,7.232773,100.2164,336.8578
1891,2019,3,1,4,60,1,11,27,53,30.188740000000006,104.9071,4.903006,36.1723,53.20838000000001
1892,2019,10,6,6,279,4,19,13,10,29.1052,113.8243,6.1726480000000015,217.2349,1061.316
1893,2019,2,22,4,53,1,1,20,0,29.844990000000006,94.11937,7.758461,72.73952,62.61769
1894,2019,3,14,3,73,1,6,43,32,29.9454,92.18941,5.177251999999998,31.30402,104.5084
1895,2019,3,24,6,83,1,2,44,44,30.99767,98.63232,8.32373,42.56978,324.3804
1896,2019,9,30,0,273,3,23,17,0,29.41909,111.5289,9.318991,130.6883,720.4583
1897,2019,3,23,5,82,1,9,14,44,30.67778,98.93863,4.11687,99.22251,327.3769
1898,2019,3,14,3,73,1,0,23,32,29.80889,91.52348,3.010708,37.78646,104.1323
1899,2019,4,4,3,94,2,4,40,17,28.59881,73.38528000000002,2.010599,64.61625,59.61503
1900,2019,3,30,5,89,1,7,23,9,30.04877,97.37431,1.513526,57.32853000000001,226.2894
1901,2019,2,25,0,56,1,11,0,0,30.06211,98.73029,7.075014,70.12209,60.15916
1902,2019,10,7,0,280,4,9,13,57,28.850620000000006,114.892,4.007916000000002,258.254,711.4095
1903,2019,3,29,4,88,1,19,13,9,30.500390000000003,97.22897,4.4981860000000005,51.23566,339.7149
1904,2019,3,11,0,70,1,17,8,5,28.87301,85.37369,2.964744,30.44082,61.28661
1905,2019,3,2,5,61,1,20,17,53,29.85732,96.69139,5.200887000000002,59.74971,62.47436
1906,2019,9,13,4,256,3,12,15,0,30.66764,108.0754,7.897408,48.66017,44.28011
1907,2019,3,29,4,88,1,4,33,9,30.30392,94.56205,5.974409,50.18759,313.1935
1908,2019,10,4,4,277,4,12,58,9,28.87405,114.5072,6.571337,146.8169,814.8383
1909,2019,3,9,5,68,1,9,8,5,30.22237,105.1673,3.127641,15.55021,60.37571
1910,2019,9,20,4,263,3,1,42,57,29.77125,106.4893,7.005452,115.9685,614.0637
1911,2019,3,3,6,62,1,16,7,53,30.14161,98.62334,5.7596940000000005,70.28504000000001,65.45349
1912,2019,2,26,1,57,1,13,30,0,30.24561,100.0304,7.119246,43.9252,65.15245
1913,2019,4,2,1,92,2,23,43,9,29.46644,79.90567,3.327374,118.3995,78.82242
1914,2019,3,16,5,75,1,7,23,32,30.35256,91.61316,9.982507,84.04151,212.6159
1915,2019,3,15,4,74,1,20,3,32,30.39318,92.39196,8.098517999999999,68.1358,229.9303
1916,2019,9,23,0,266,3,10,27,57,29.29453,109.3477,3.543064,98.72694,507.7671
1917,2019,3,28,3,87,1,12,23,9,30.14854,95.83997,4.146079,28.16158,331.0297
1918,2019,3,20,2,79,1,4,43,33,31.14432,97.50094,7.686186,187.6561,238.8874
1919,2019,9,25,2,268,3,21,2,0,29.747020000000006,112.9641,5.230154,91.00652,456.1523
1920,2019,10,3,3,276,4,12,43,9,28.88253,113.8786,5.045567,146.1681,658.1844
1921,2019,2,27,2,58,1,7,30,0,30.304340000000003,100.7997,6.758183,58.54731999999999,49.26539
1922,2019,3,7,3,66,1,22,18,5,30.76702,102.5978,7.817617999999999,10.26599,60.06302
1923,2019,3,13,2,72,1,13,53,32,29.66821,91.22729,3.51016,19.95707,80.94249
1924,2019,9,16,0,259,3,0,45,1,30.18406,105.5924,8.276745,77.79404,333.9793
1925,2019,9,28,5,271,3,10,2,0,29.23352,113.043,3.56192,186.1868,497.7366
1926,2019,4,3,2,93,2,14,20,17,29.43525,80.17101,3.056648,54.60099,84.36988000000002
1927,2019,3,21,3,80,1,2,4,44,31.4167,97.97435,10.41563,92.9222,292.4264
1928,2019,3,24,6,83,1,9,44,44,30.62129,98.65349,4.6043650000000005,41.68776,319.1259
1929,2019,10,1,1,274,4,23,2,0,29.2379,112.4247,4.556365,89.24808,681.7281
1930,2019,3,13,2,72,1,20,23,32,29.83166,89.3808,3.867851,25.85492,120.4792
1931,2019,4,2,1,92,2,15,33,9,30.62955,97.48026,4.704441,108.8761,114.9539
1932,2019,3,25,0,84,1,5,24,44,29.896290000000004,93.16652,2.814102,68.79483,267.5557
1933,2019,3,20,2,79,1,4,53,33,31.13382,97.43103,7.994866,206.9043,247.0461
1934,2019,3,17,6,76,1,10,33,33,30.4289,93.24113,6.920156,175.8062,235.4985
1935,2019,9,16,0,259,3,10,30,1,29.87326,105.8911,8.510849,86.84818,311.9494
1936,2019,3,17,6,76,1,18,53,33,30.78022,93.79105,9.920685,231.6719,307.2096
1937,2019,3,3,6,62,1,10,27,53,29.95658,97.36777,5.458815,44.12347000000001,51.81628
1938,2019,3,5,1,64,1,11,27,54,30.31476,99.17355,6.5489370000000005,77.89017,58.22204
1939,2019,2,24,6,55,1,19,40,0,30.46296,98.44402,9.373717999999998,75.73586999999998,66.81177
1940,2019,3,31,6,90,1,18,53,9,30.08025,94.58754,3.827823,104.0703,225.1609
1941,2019,3,7,3,66,1,14,48,5,30.74306,103.0601,5.907202,14.36409,59.29888
1942,2019,9,15,6,258,3,9,15,1,29.91792,106.3539,7.011469,84.0172,258.4066
1943,2019,10,1,1,274,4,0,17,0,29.34975,111.8693,9.036129,127.3323,740.7137
1944,2019,3,27,2,86,1,0,14,44,30.23007,94.89018,5.304087,47.12384,309.382
1945,2019,2,28,3,59,1,7,57,53,30.35467,102.1834,7.5185520000000015,46.36134000000001,56.26237
1946,2019,3,16,5,75,1,18,3,33,30.40947,93.40318,8.945712,151.4154,288.7232
1947,2019,3,1,4,60,1,0,17,53,30.627270000000006,102.904,9.437091,46.51845,52.82591
1948,2019,3,31,6,90,1,12,23,9,29.80198,94.6225,1.015756,135.7995,189.8421
1949,2019,9,30,0,273,3,16,2,0,29.34871,111.4266,7.720148,151.1374,825.9572
1950,2019,3,9,5,68,1,3,58,5,30.56736,104.4523,4.356906,18.24973,64.9651
1951,2019,3,21,3,80,1,2,54,44,31.34991,97.29734,9.821194,103.9657,287.9807
1952,2019,3,24,6,83,1,16,54,44,30.41395,93.6994,6.7980100000000006,110.7068,290.5064
1953,2019,4,4,3,94,2,8,0,17,28.48842,74.07028000000003,1.620786,56.473,54.80958
1954,2019,9,24,1,267,3,20,42,57,29.6734,111.7748,4.452228,81.55676,425.5484
1955,2019,3,30,5,89,1,20,13,9,30.38298,98.13815,2.275255,73.32901,265.4818
1956,2019,3,11,0,70,1,2,38,5,28.79646,84.0172,4.246908,35.36663,51.87523
1957,2019,3,21,3,80,1,6,34,44,31.07433,98.05575,6.487118,113.0135,278.5548
1958,2019,3,12,1,71,1,14,18,5,28.958040000000004,85.83474,3.2079,27.4342,57.66522
1959,2019,3,24,6,83,1,18,44,44,30.35101,92.58866,6.5845460000000005,94.44859,296.1897
1960,2019,3,3,6,62,1,23,17,53,30.75442,97.73248,7.410606,66.12246999999999,51.9012
1961,2019,9,29,6,272,3,22,32,0,29.664890000000003,111.8838,6.412709,201.3908,579.9203
1962,2019,2,28,3,59,1,11,7,53,30.318890000000003,102.5421,6.7891710000000005,54.06766,56.65739
1963,2019,9,13,4,256,3,14,15,0,30.71478,106.9151,9.293228,49.69397,45.30615
1964,2019,3,9,5,68,1,5,28,5,30.44404,104.4793,3.938864,19.00144,66.32431
1965,2019,4,4,3,94,2,11,40,17,28.66897,75.36018,1.67989,97.19478,49.41808
1966,2019,2,28,3,59,1,18,17,53,30.45001,102.37,6.9894110000000005,50.46121,61.40464
1967,2019,3,24,6,83,1,5,44,44,30.78893,98.63741,7.380582,47.97324,331.4478
1968,2019,3,10,6,69,1,13,58,5,30.27031,104.3496,3.381807,17.417279999999998,55.06464
1969,2019,3,30,5,89,1,2,13,9,30.45816,96.30975,6.219748,49.25227,271.4559
1970,2019,3,22,4,81,1,21,4,44,30.74497,99.43053,5.93228,85.22158,348.6727
1971,2019,3,19,1,78,1,22,33,33,31.05557,98.03879,6.938167999999999,146.0909,268.2906
1972,2019,3,6,2,65,1,17,38,5,30.8294,100.6688,10.17208,25.05957,74.84168000000003
1973,2019,3,19,1,78,1,5,23,33,30.98873,95.45835,10.55613,239.6314,231.5813
1974,2019,10,1,1,274,4,21,2,0,29.21175,112.1672,5.290993,91.07843,710.7233
1975,2019,9,21,5,264,3,5,42,57,29.66749,107.7007,6.9677539999999984,151.6838,951.9166
1976,2019,3,25,0,84,1,20,54,44,30.10338,94.9681,3.69373,83.02825,311.752
1977,2019,3,12,1,71,1,23,48,5,29.41382,84.10744,2.892024,28.894920000000006,73.64948000000003
1978,2019,3,4,0,63,1,22,17,54,30.44289,99.14773,5.495467,55.05464,59.57007
1979,2019,3,21,3,80,1,15,34,44,31.06704,97.86728,7.201636,108.3103,332.175
1980,2019,3,10,6,69,1,13,28,5,30.19274,104.3951,3.098123,17.316979999999994,53.2757
1981,2019,9,22,6,265,3,7,12,57,29.4308,109.1621,4.055223000000002,129.5365,514.784
1982,2019,3,13,2,72,1,14,53,32,29.76416,88.80461,4.37247,23.57435,102.8125
1983,2019,3,24,6,83,1,11,4,44,30.620890000000006,99.56244,5.547974,46.91641,322.6288
1984,2019,9,29,6,272,3,1,2,0,29.8916,111.8935,8.100958,197.8482,690.8603
1985,2019,3,12,1,71,1,20,58,5,29.3551,86.99165,3.245372,25.47038,80.09926999999998
1986,2019,3,7,3,66,1,17,8,5,30.79734,103.3385,6.38236,15.81921,66.63008
1987,2019,9,14,5,257,3,7,15,1,30.15462,107.8156,6.925867,43.98241,75.1722
1988,2019,3,8,4,67,1,21,8,5,30.99036,105.3635,6.67108,27.21546,69.19939000000001
1989,2019,3,24,6,83,1,1,34,44,31.13241,99.2863,6.239128,41.07422,331.4147
1990,2019,3,13,2,72,1,2,48,5,29.50241,88.84096,2.665742,27.02413,74.11036999999997
1991,2019,3,1,4,60,1,8,17,53,30.11734,103.8346,4.000847,17.72271,51.5895
1992,2019,3,10,6,69,1,14,38,5,30.35915,104.1534,4.1420379999999986,27.04651,67.2882
1993,2019,3,31,6,90,1,13,43,9,29.86484,94.27012,2.516339,110.3915,202.4913
1994,2019,3,25,0,84,1,9,44,44,29.73298,93.23878,2.3823540000000003,94.4556,292.5175
1995,2019,3,16,5,75,1,16,43,33,30.53623,92.65507,10.0207,134.8923,278.7797
1996,2019,3,8,4,67,1,10,38,5,30.1108,105.1935,3.092714,20.1014,45.55779
1997,2019,3,29,4,88,1,6,3,9,30.17942,94.86877,4.564682,33.35099,302.1375
1998,2019,9,24,1,267,3,12,57,57,29.55643,109.8825,5.7351480000000015,121.1441,681.2665
1999,2019,9,12,3,255,3,12,0,0,30.81773,109.095,10.04609,38.69242,60.85213
2000,2019,3,17,6,76,1,17,33,33,30.69656,94.54242,8.623773,220.6171,292.4316
2001,2019,3,11,0,70,1,6,18,5,28.654490000000006,83.9136,3.339595,34.7435,50.62097
2002,2019,3,21,3,80,1,4,4,44,31.27723,97.1496,9.502631,88.01249,294.8998
2003,2019,2,21,3,52,1,13,20,0,29.6691,93.62108,7.5809,44.22504,47.69949
2004,2019,4,2,1,92,2,13,43,9,30.41132,97.48965,3.700163,59.24696,99.74052
2005,2019,2,27,2,58,1,8,0,0,30.25422,100.7471,6.647438,57.92294,61.39293000000001
2006,2019,3,28,3,87,1,23,3,9,30.407120000000006,97.20084,4.206544,30.5209,317.1375
2007,2019,3,29,4,88,1,21,23,9,30.64463,97.23035,5.554081,52.50873000000001,331.4969
2008,2019,3,29,4,88,1,5,53,9,30.1908,94.94612,4.251964,38.57353,309.6108
2009,2019,10,1,1,274,4,2,17,0,29.18443,111.3194,8.260613000000001,181.456,707.8387
2010,2019,3,3,6,62,1,0,17,53,29.97225,97.3337,5.111668,45.59203,47.25402
2011,2019,2,27,2,58,1,22,7,53,30.3729,102.8888,5.3157760000000005,67.39211,53.9699
2012,2019,3,29,4,88,1,19,23,9,30.43663,97.27298,3.488681,53.54993,335.561
2013,2019,9,17,1,260,3,19,45,1,29.57524,104.9812,8.346998,107.3871,1046.733
2014,2019,9,24,1,267,3,3,12,57,29.75757,109.5167,7.446089999999999,187.9765,775.038
2015,2019,3,12,1,71,1,4,48,5,29.164240000000003,86.29564,3.157947,26.2824,69.50523000000001
2016,2019,10,2,2,275,4,16,43,9,28.97055,113.7287,5.869729,153.6105,908.9589
2017,2019,9,25,2,268,3,4,27,57,29.74469,111.2587,6.479435,129.6558,618.8677
2018,2019,2,25,0,56,1,22,0,0,30.28355,99.36429,7.020575,49.4096,60.96072
2019,2019,3,1,4,60,1,14,37,53,30.260890000000003,103.7449,5.539043,44.31413,58.83654
2020,2019,9,25,2,268,3,19,32,0,29.59618,112.9404,3.633308,100.0905,432.1698
2021,2019,3,30,5,89,1,0,3,9,30.699440000000006,96.45855,6.618791000000001,51.94368,279.1223
2022,2019,3,8,4,67,1,0,38,5,30.59392,103.2184,6.557643,13.12198,61.05986
2023,2019,3,11,0,70,1,4,58,5,28.69729,83.72204,3.759419,32.93248,52.10115
2024,2019,3,16,5,75,1,4,53,32,30.44267,93.00252,7.196426,88.0693,213.4985
2025,2019,3,30,5,89,1,9,3,9,30.02209,98.69194,0.4353559,101.7897,240.9443
2026,2019,3,15,4,74,1,1,13,32,30.27536,92.44896,5.713796,50.69687,174.4082
2027,2019,9,22,6,265,3,14,12,57,29.51001,108.8392,4.661795,112.7888,727.5654
2028,2019,9,14,5,257,3,5,15,1,30.25869,108.3905,7.1385070000000015,33.02597,45.17667
2029,2019,2,26,1,57,1,12,20,0,30.15205,99.85802,6.580145,44.41092,57.51062
2030,2019,2,22,4,53,1,3,40,0,29.91042,94.28246,7.9848050000000015,47.70274000000001,59.92861
2031,2019,10,2,2,275,4,3,32,0,29.12267,111.6797,8.464367999999999,107.8834,670.6991
2032,2019,9,21,5,264,3,10,12,57,29.47618,107.2665,5.444878,107.3037,722.2501
2033,2019,3,14,3,73,1,14,13,32,29.96975,92.13526,5.289422,35.96199,129.9802
2034,2019,3,26,1,85,1,9,4,44,29.80016,92.74323,3.922835,66.38020999999999,305.1693
2035,2019,2,24,6,55,1,6,10,0,30.33544,97.64265,9.666044,75.8765,53.93878
2036,2019,9,24,1,267,3,8,12,57,29.38346,109.2383,5.255757,154.9023,666.7749
2037,2019,9,26,3,269,3,7,2,0,29.18066,113.1399,2.790506,100.5079,425.7846
2038,2019,4,3,2,93,2,20,30,17,28.89046,73.04236,3.658897,57.17238,67.23167
2039,2019,9,12,3,255,3,16,0,0,30.94615,107.945,11.24936,35.89304,67.68783
2040,2019,10,6,6,279,4,20,28,10,29.10319,114.0803,5.406022,190.4474,930.9515
2041,2019,3,28,3,87,1,20,43,9,30.4332,97.46682,5.092234,29.57261,353.2369
2042,2019,4,5,4,95,2,0,0,17,29.22162,78.0556,2.931983,73.1123,57.69053
2043,2019,3,20,2,79,1,17,44,44,31.23852,97.12387,9.20567,84.36617,309.0795
2044,2019,9,24,1,267,3,16,57,57,29.6104,111.4019,4.76344,82.2623,633.3317
2045,2019,2,21,3,52,1,12,0,0,29.6263,93.83696,8.200918,54.66552,51.06691
2046,2019,9,20,4,263,3,5,27,57,29.644,106.3337,7.8958309999999985,254.2408,1090.755
2047,2019,10,7,0,280,4,0,43,10,29.2284,115.6853,9.276137,198.537,821.5318
2048,2019,3,20,2,79,1,0,43,33,31.12672,97.60926,7.201321000000001,170.301,285.25
2049,2019,2,22,4,53,1,4,30,0,29.90482,94.4456,7.881962,40.9903,55.02231999999999
2050,2019,9,26,3,269,3,17,32,0,29.87564,114.0432,7.832994,117.1988,670.2246
2051,2019,3,1,4,60,1,21,37,53,30.09906,96.74307,6.511582,41.27471,44.05403
2052,2019,3,5,1,64,1,2,37,54,30.50379,99.34951,5.581149,58.70251,60.31482
2053,2019,4,5,4,95,2,1,10,17,29.49612,77.49161,4.990422,72.86831,50.90697
2054,2019,3,6,2,65,1,22,48,5,30.81983,101.374,8.164645,16.15,62.88944
2055,2019,3,6,2,65,1,8,27,54,30.351,99.57203,7.441915,55.36599,60.6218
2056,2019,2,28,3,59,1,17,7,53,30.44374,102.354,7.177111,71.30022,63.18472
2057,2019,9,14,5,257,3,2,15,1,30.48506,109.3864,6.760385,31.54976,33.15853
2058,2019,2,21,3,52,1,3,40,0,29.84965,93.69305,8.711274000000001,31.44093,54.51135
2059,2019,2,25,0,56,1,19,10,0,30.2424,98.67792,7.383166,48.85688,60.93438
2060,2019,3,25,0,84,1,7,14,44,29.82181,93.52485,0.8158429,60.15721,265.8433
2061,2019,9,27,4,270,3,23,32,0,29.819440000000004,112.9012,7.51158,105.7752,547.4243
2062,2019,3,21,3,80,1,8,44,44,30.93165,97.78973,5.646109,103.4091,296.8302
2063,2019,3,10,6,69,1,23,28,5,28.92233,84.20485,5.124637,36.34785,49.97738
2064,2019,3,4,0,63,1,18,7,54,30.41535,98.15282,7.381455,66.38355,76.60812
2065,2019,2,21,3,52,1,0,30,0,29.76458,93.71053,7.037598,46.76654,60.2166
2066,2019,3,31,6,90,1,14,3,9,29.9615,94.33394,3.045105,139.8259,207.9328
2067,2019,2,23,5,54,1,8,20,0,29.98106,95.80946,7.920969,44.39853,57.51546
2068,2019,3,29,4,88,1,4,23,9,30.31901,94.75219,5.695485,32.38985,316.5366
2069,2019,4,2,1,92,2,3,53,9,30.68418,97.53757,4.482759,59.38045,104.7128
2070,2019,3,7,3,66,1,21,58,5,30.802640000000004,102.631,7.831969,13.62905,62.14214000000001
2071,2019,3,18,0,77,1,8,13,33,30.55951,93.13163,9.61025,245.3564,261.5198
2072,2019,3,6,2,65,1,6,27,54,30.51403,99.69934,8.313951,21.05741,55.66494
2073,2019,3,28,3,87,1,0,53,9,30.62018,94.76952,8.053675,30.57005,333.7408
2074,2019,3,25,0,84,1,0,24,44,30.07278,91.30018,4.668158999999998,64.4988,279.6063
2075,2019,3,30,5,89,1,4,13,9,30.27316,96.75637,5.547952,52.51764,255.6261
2076,2019,9,23,0,266,3,11,57,57,29.38106,109.5954,4.340106,91.29441,628.1938
2077,2019,3,25,0,84,1,13,54,44,29.91464,93.09399,4.1935080000000005,98.03796,321.671
2078,2019,3,26,1,85,1,15,14,44,29.926140000000004,93.93484,4.109281,60.46904,309.9706
2079,2019,9,23,0,266,3,9,57,57,29.30476,109.3756,3.736887,104.6352,513.1124
2080,2019,10,6,6,279,4,9,13,10,28.95963,114.3209,7.278268,195.7287,937.1545
2081,2019,3,9,5,68,1,21,58,5,30.69703,101.8447,5.333444999999998,17.65503,66.60981
2082,2019,3,7,3,66,1,1,8,5,30.8771,101.7482,7.838427,21.65615,66.09456999999999
2083,2019,9,15,6,258,3,22,0,1,30.09261,105.8189,7.699763000000001,76.87068000000002,302.0875
2084,2019,10,7,0,280,4,12,58,57,28.9393,115.3663,5.370367,172.798,841.1724
2085,2019,3,5,1,64,1,18,7,54,30.60572,99.65577,8.277451,47.52744000000001,74.06915
2086,2019,10,1,1,274,4,13,17,0,29.10347,111.307,7.162446000000001,129.0451,629.9602
2087,2019,3,9,5,68,1,22,8,5,30.67031,101.8727,5.336655,20.95384,64.62308
2088,2019,3,7,3,66,1,14,18,5,30.72962,103.3163,6.70143,39.23045,54.02776
2089,2019,2,25,0,56,1,10,10,0,30.05743,98.06213,7.068866000000001,73.82967,57.36201
2090,2019,2,20,2,51,1,23,40,0,29.82092,93.33799,8.989306,45.28032,61.0192
2091,2019,3,25,0,84,1,8,44,44,29.76411,93.15204,1.671288,72.01546,288.2534
2092,2019,9,19,3,262,3,18,57,57,29.55479,105.5579,6.945092,88.58984,668.1206
2093,2019,3,2,5,61,1,4,7,53,29.78693,96.77264,4.138927,34.81701,43.34551
2094,2019,9,14,5,257,3,6,30,1,30.17338,107.9439,6.768364,118.217,63.48866
2095,2019,3,20,2,79,1,0,33,33,31.13914,97.6785,6.8904429999999985,162.7646,280.6807
2096,2019,9,19,3,262,3,23,42,57,29.86701,106.7874,7.421303,91.39442,571.7134
2097,2019,3,12,1,71,1,11,38,5,29.00257,85.5508,3.587159,28.59539,66.48286
2098,2019,3,9,5,68,1,15,28,5,30.64688,105.5392,5.718592,17.85448,71.9604
2099,2019,9,13,4,256,3,15,45,0,30.68317,109.0902,7.344259,24.59759,45.20704
2100,2019,4,3,2,93,2,3,33,9,29.3078,79.99920999999998,2.278379,169.5288,68.60065999999999
2101,2019,3,28,3,87,1,13,33,9,30.32171,94.96269,6.234083,38.77752,356.0412
2102,2019,9,28,5,271,3,12,17,0,29.24606,113.5412,4.084382,140.2777,494.7994
2103,2019,3,3,6,62,1,21,57,53,30.40623,99.03973,7.523579,65.30908000000001,62.06751
2104,2019,3,9,5,68,1,3,18,5,30.62417,104.348,4.828943,12.95115,66.03788
2105,2019,10,7,0,280,4,12,28,57,28.94177,115.1317,5.476436,199.9843,766.7838
2106,2019,9,20,4,263,3,21,12,57,29.91693,108.0186,6.5138120000000015,81.4323,595.6253
2107,2019,9,30,0,273,3,16,32,0,29.28543,111.6883,6.4555050000000005,178.6512,769.7189
2108,2019,3,17,6,76,1,12,3,33,30.56025,93.5261,8.814675,183.6454,239.1832
2109,2019,9,14,5,257,3,17,15,1,30.2673,106.5947,9.223131,65.49454,216.0373
2110,2019,4,3,2,93,2,17,30,17,28.96097,71.08759,4.431184,87.11459,60.55194
2111,2019,3,20,2,79,1,11,24,44,31.02858,95.79643,9.158359,73.54337,235.4741
2112,2019,3,31,6,90,1,1,13,9,30.51018,95.17471,4.254757,117.5146,207.1242
2113,2019,4,4,3,94,2,13,0,17,28.6336,75.3531,1.682673,86.97424000000002,47.50133
2114,2019,3,23,5,82,1,23,14,44,30.90083,100.2331,4.3195830000000015,39.78661,345.3027
2115,2019,9,25,2,268,3,7,57,57,29.46706,111.9783,3.614733,97.67494,415.7849
2116,2019,10,1,1,274,4,17,17,0,29.1356,111.9748,6.3330980000000014,123.4552,703.9937
2117,2019,3,1,4,60,1,3,57,53,30.350440000000006,102.6842,7.121305,30.826190000000004,51.00722
2118,2019,3,20,2,79,1,14,4,44,31.15029,96.26241,9.387268,98.4491,263.918
2119,2019,3,5,1,64,1,23,47,54,30.77408,100.9057,6.815767,28.66566,60.72556
2120,2019,9,17,1,260,3,2,15,1,29.77518,105.4582,8.527376,149.9106,539.8737
2121,2019,2,25,0,56,1,4,20,0,30.36515,99.20406,6.5771630000000005,67.79852,55.48783
2122,2019,3,21,3,80,1,22,54,44,30.85884,97.79163,7.589772999999999,96.94833,320.3907
2123,2019,3,16,5,75,1,2,13,32,30.50407,93.56081,6.070646,85.25243,224.042
2124,2019,9,19,3,262,3,6,27,57,29.4003,106.6032,5.913568,79.09561,714.943
2125,2019,9,25,2,268,3,4,42,57,29.71822,111.4785,6.10777,130.0479,614.0842
2126,2019,9,26,3,269,3,18,2,0,29.77091,114.1314,7.325603,115.8369,752.4318
2127,2019,3,18,0,77,1,7,33,33,30.62351,93.63567,10.21351,236.5864,265.0705
2128,2019,2,28,3,59,1,4,57,53,30.55985,102.7759,7.568785000000001,49.21144,51.24597
2129,2019,3,9,5,68,1,2,38,5,30.69296,104.4031,4.873526999999998,15.49559,69.10236
2130,2019,3,23,5,82,1,3,44,44,30.90422,99.30141,6.559958999999999,66.96452,333.4866
2131,2019,3,26,1,85,1,8,24,44,29.79816,93.03632,3.890746,65.08283,312.5652
2132,2019,9,26,3,269,3,3,47,0,29.29593,112.9649,3.503308,115.7258,485.8807
2133,2019,2,23,5,54,1,1,30,0,30.07733,96.84865,6.396714,56.68131999999999,49.8316
2134,2019,3,1,4,60,1,11,17,53,30.30271,103.008,6.581483,35.21312,59.78878
2135,2019,3,2,5,61,1,3,17,53,29.83368,96.9729,4.421951,39.07217,44.08034
2136,2019,3,21,3,80,1,0,34,44,31.49187,98.04062,9.683007,134.9551,296.3831
2137,2019,10,2,2,275,4,2,47,0,29.20519,112.0594,8.065332000000001,134.907,680.2149
2138,2019,4,3,2,93,2,5,23,9,29.24887,79.73046,2.42216,137.2664,71.97491
2139,2019,3,5,1,64,1,20,37,54,30.781540000000003,99.91564,8.655391999999999,53.74136,70.63384
2140,2019,9,20,4,263,3,3,57,57,29.7497,106.4274,6.817271000000002,98.08447,585.6603
2141,2019,9,29,6,272,3,11,47,0,29.37661,111.2325,5.216238,250.245,531.0157
2142,2019,3,22,4,81,1,22,24,44,30.7231,99.73029,4.02281,72.18124,332.7765
2143,2019,2,23,5,54,1,9,20,0,29.93371,95.86268,8.372409,53.39203000000001,55.95363
2144,2019,3,10,6,69,1,8,38,5,30.02352,103.4656,2.925187,35.90296,62.40725
2145,2019,3,27,2,86,1,15,53,9,30.461,93.97472,8.561091000000001,28.80003,396.9644
2146,2019,3,10,6,69,1,20,8,5,29.07813,82.79365,5.762427,35.35642,58.91
2147,2019,4,4,3,94,2,18,30,17,29.17886,75.29564,3.603875,71.01758000000002,83.24689000000002
2148,2019,9,12,3,255,3,21,45,0,31.101340000000004,108.1872,12.28636,51.78089,60.42748
2149,2019,3,1,4,60,1,19,37,53,30.22986,96.96098,7.147439,38.22236,51.24146
2150,2019,3,5,1,64,1,16,47,54,30.48135,99.59097,7.601255,59.08252,74.14896
2151,2019,9,19,3,262,3,1,27,57,29.62329,106.435,8.704616999999999,173.9429,954.0791
2152,2019,10,2,2,275,4,11,43,9,28.91282,111.7918,5.500154,126.7394,692.1387
