datetime,actual_conductivity,do_concentration,turbidity,chl-a_concentration,temperature
2019-03-03 03:07:53,98.38591,5.013063,48.98809,44.61007,30.16249
2019-03-03 03:17:53,98.18689,5.523347,33.61611,46.32862,30.07938
2019-03-03 03:27:53,98.81841,3.612433,42.20221,45.70085,29.90457
2019-03-03 03:37:53,98.43297,4.351631,33.52742,43.57536,29.97177
2019-03-03 03:47:53,98.44132,5.239575,30.3563,44.02684,30.02011
2019-03-03 03:57:53,98.1932,5.523374,38.37197,48.02551,30.1616
2019-03-03 04:07:53,98.47942,4.984517,32.30141,43.30809,30.06781
2019-03-03 04:17:53,98.35339,4.428482,44.26065,45.49945,30.13312
2019-03-03 04:27:53,98.21052,5.798915,50.58162,41.9779,30.17148
2019-03-03 04:37:53,98.09008,5.601594,40.10214,43.19175,30.1747
2019-03-03 04:47:53,98.36234,5.49354,34.82681,43.72836,30.13174
2019-03-03 04:57:53,98.71348,5.005669,33.93699,40.51433,30.01606
2019-03-03 05:07:53,97.65067,5.628175,32.06775,46.06669,30.27218
2019-03-03 05:17:53,97.91105,5.954032,43.20775,46.54355,30.18786
2019-03-03 05:27:53,98.49587,5.807723,45.40742,44.83224,30.05424
2019-03-03 05:37:53,98.06491,4.825102,30.48504,46.88297,30.03773
2019-03-03 05:47:53,97.65206,7.06384,41.39955,46.16661,30.19365
2019-03-03 05:57:53,97.45502,6.382724,36.02961,48.66077,30.17589
2019-03-03 06:07:53,97.53493,6.952419,30.74621,49.14019,30.16138
2019-03-03 06:17:53,98.03371,5.220212,23.66512,48.5258,30.0406
2019-03-03 06:27:53,97.16568,6.777547,49.30455,49.95681,30.17954
2019-03-03 06:37:53,97.42724,6.203537,38.45431,44.9118,30.11582
2019-03-03 06:47:53,97.3756,6.098887,37.83366,46.60054,30.07468
2019-03-03 06:57:53,97.65358,6.001618,34.30722,47.71458,30.04141
2019-03-03 07:07:53,96.93813,7.702497,37.99896,46.94265,30.14077
2019-03-03 07:17:53,97.02115,7.179407,36.34217,45.08143,30.09806
2019-03-03 07:27:53,97.39397,5.567029,31.81434,50.17346,30.00619
2019-03-03 07:37:53,97.23306,5.798077,34.18452,47.53324,29.95842
2019-03-03 07:47:53,97.00452,6.065976,55.43522,49.44141,29.98048
2019-03-03 07:57:53,97.21975,6.18298,51.40009,50.77054,29.96283
2019-03-03 08:07:53,96.94621,6.743136,35.40912,52.63861,30.00643
2019-03-03 08:27:53,96.8873,6.75073,44.12378,54.57298,29.9901
2019-03-03 08:37:53,96.97847,6.641515,34.82646,52.8299,29.94465
2019-03-03 08:47:53,96.56117,7.404483,48.5429,59.89835,29.99597
2019-03-03 08:57:53,96.68965,7.16358,47.38727,55.57701,29.9874
2019-03-03 09:07:53,96.59133,7.501145,48.48576,56.46118,29.98203
2019-03-03 09:17:53,96.59216,7.361259,45.70037,57.62636,30.00596
2019-03-03 09:27:53,97.00054,6.130948,33.14416,52.47765,29.95352
2019-03-03 09:37:53,96.85204,6.797162,43.66618,53.10168,29.98128
2019-03-03 09:47:53,102.5469,6.911046,28.43426,52.33864,29.99251
2019-03-03 09:57:53,96.49583,7.077561,51.31281,60.21675,30.01731
2019-03-03 10:07:53,97.07988,6.352308,25.54858,54.8441,29.96552
2019-03-03 10:27:53,97.36777,5.458815,44.12347,51.81628,29.95658
2019-03-03 10:37:53,97.96562,6.079328,32.09806,52.24077,30.00839
2019-03-03 10:47:53,97.75549,5.831079,25.12439,54.11111,30.0159
2019-03-03 10:57:53,97.76659,6.453042,33.60498,54.98768,30.0278
2019-03-03 11:07:53,98.37003,6.373372,36.72276,55.34959,30.03388
2019-03-03 11:17:53,99.80099,6.277845,28.92911,53.10192,30.03987
2019-03-03 11:27:53,98.18579,6.579684,26.82199,53.39754,30.07533
2019-03-03 11:37:53,98.43369,6.238681,39.40541,51.88023,30.06936
2019-03-03 11:47:53,98.37136,5.76439,40.30002,53.03478,30.06488
2019-03-03 11:57:53,98.41724,5.617323,36.97903,50.68375,30.05681
2019-03-03 12:07:53,98.40691,5.015613,41.95472,51.42963,30.05302
2019-03-03 12:17:53,98.45676,5.11256,29.04888,49.01029,30.01813
2019-03-03 12:27:53,99.25259,4.964778,34.88281,49.75143,30.10789
2019-03-03 12:37:53,98.94788,5.431791,31.53677,50.57807,30.11905
2019-03-03 12:47:53,98.82765,5.507344,49.30157,52.5712,30.16786
2019-03-03 12:57:53,98.80511,5.405068,31.69497,48.35362,30.08375
2019-03-03 13:07:53,99.076,4.665564,28.89958,46.35802,30.08312
2019-03-03 13:17:53,99.0456,4.175135,40.14487,46.64828,30.04617
2019-03-03 13:27:53,98.90573,4.154979,34.10262,45.71717,30.04063
2019-03-03 13:37:53,98.87405,4.933606,30.78326,51.38116,30.11241
2019-03-03 13:47:53,98.85281,5.74437,42.75066,50.56357,30.15588
2019-03-03 13:57:53,110.2383,6.384683,32.9204,53.88491,30.1868
2019-03-03 14:07:53,98.57003,6.196797,36.9852,52.77726,30.15698
2019-03-03 14:17:53,98.48287,6.258574,44.65193,57.87212,30.16177
2019-03-03 14:27:53,102.5639,5.124064,48.0122,52.13427,30.07393
2019-03-03 14:37:53,98.84019,5.481191,39.78545,56.99474,30.11714
2019-03-03 14:47:53,114.8664,5.890509,57.11888,57.37612,30.13554
2019-03-03 14:57:53,98.8924,4.769743,34.31734,53.54127,30.04177
2019-03-03 15:07:53,98.52336,5.657079,37.44762,59.07347,30.1067
2019-03-03 15:17:53,98.56734,6.154189,33.64952,56.83281,30.15557
2019-03-03 15:27:53,111.8127,6.902224,43.57253,74.30115,30.22513
2019-03-03 15:37:53,98.30786,7.733797,33.04704,73.23447,30.28895
2019-03-03 15:47:53,105.8058,6.534109,69.93808,68.46904,30.1759
2019-03-03 15:57:53,98.78218,5.535874,39.82044,70.07328,30.1081
2019-03-03 16:07:53,98.62334,5.759694,70.28504,65.45349,30.14161
2019-03-03 16:17:53,103.3617,6.107025,58.97857,69.17887,30.20049
2019-03-03 16:27:53,104.0992,6.827429,51.02748,62.44113,30.23367
2019-03-03 16:37:53,99.71834,4.836921,43.03016,58.71584,30.10278
2019-03-03 16:47:53,98.36236,6.562841,52.7836,69.74013,30.23909
2019-03-03 16:57:53,102.4227,5.801219,57.39071,60.11033,30.14573
2019-03-03 17:07:53,104.0579,6.498703,65.4446,66.76695,30.20434
2019-03-03 17:17:53,98.94388,9.229024,59.77952,70.01704,30.59916
2019-03-03 17:27:53,100.9613,8.968193,49.99051,66.29211,30.93883
2019-03-03 17:37:53,98.63771,5.927485,56.29718,63.30679,30.23118
2019-03-03 17:47:53,98.37617,6.440077,46.98141,62.37865,30.19702
2019-03-03 17:57:53,98.31223,6.185529,47.7011,61.67765,30.15989
2019-03-03 18:07:53,98.22023,6.05331,74.63591,63.41714,30.19664
2019-03-03 18:17:53,97.83283,7.453385,42.09762,70.90604,30.32076
2019-03-03 18:27:53,98.04475,7.320908,43.57394,67.69949,30.31914
2019-03-03 18:37:53,98.01201,8.675937,54.86787,67.56428,30.44039
2019-03-03 18:47:53,98.6885,8.567699,56.2961,69.77288,30.57009
2019-03-03 18:57:53,98.73662,8.40864,56.79886,69.43893,30.5824
2019-03-03 19:07:53,98.11485,8.380054,73.86382,66.66222,30.44749
2019-03-03 19:17:53,98.72955,8.380462,57.33521,70.53757,30.43855
2019-03-03 19:27:53,99.01622,7.843668,94.57706,67.63408,30.33172
2019-03-03 19:37:53,98.69405,6.48776,47.42659,66.23667,30.22416
2019-03-03 19:47:53,98.78189,6.042428,56.17601,62.33845,30.18438
2019-03-03 19:57:53,98.87709,5.683991,62.17156,60.92528,30.21053
2019-03-03 20:07:53,99.04238,6.896123,41.90635,61.82596,30.29595
2019-03-03 20:17:53,99.05183,6.57569,69.59249,63.52656,30.32521
2019-03-03 20:27:53,98.887,7.297302,53.94036,64.88845,30.39845
2019-03-03 20:37:53,99.03157,6.373616,46.58452,64.87979,30.35771
2019-03-03 20:47:53,99.19305,6.268465,58.89207,63.94164,30.30639
2019-03-03 20:57:53,99.07581,7.614515,112.6105,63.46535,30.43312
2019-03-03 21:07:53,99.15406,7.642676,51.71624,69.577,30.44598
2019-03-03 21:17:53,99.18921,6.86708,73.70132,65.96967,30.34441
2019-03-03 21:27:53,99.42243,6.752159,71.32853,62.43803,30.38126
2019-03-03 21:37:53,99.13928,6.254653,51.75221,62.99076,30.31387
2019-03-03 21:47:53,99.15936,6.187485,58.57021,60.48029,30.30039
2019-03-03 21:57:53,99.03973,7.523579,65.30908,62.06751,30.40623
2019-03-03 22:07:53,99.25517,7.000852,62.60556,61.94137,30.43836
2019-03-03 22:17:53,98.98212,7.718246,61.00046,61.20802,30.48316
2019-03-03 22:27:53,99.15682,6.493147,59.54195,57.88214,30.36752
2019-03-03 22:37:53,99.03599,6.545625,75.42313,57.69297,30.31796
2019-03-03 22:47:53,99.7347,3.223266,60.15709,54.24202,30.03852
2019-03-03 22:57:53,98.78594,5.249539,48.41934,53.60837,30.40356
2019-03-03 23:07:53,98.16199,5.604381,46.43516,50.9319,30.56541
2019-03-03 23:17:53,97.73248,7.410606,66.12247,51.9012,30.75442
2019-03-03 23:27:53,98.69141,5.688098,63.48986,53.57834,30.47592
2019-03-03 23:37:53,98.87462,6.32379,56.19686,54.20018,30.45041
2019-03-03 23:47:53,98.95328,5.680058,68.10015,55.34605,30.35453
2019-03-03 23:57:53,98.55332,5.062179,55.92385,52.47451,30.39943
2019-03-04 00:07:53,98.85111,4.759653,61.47726,51.36625,30.26128
2019-03-04 00:17:53,98.48286,5.737658,63.13926,49.52932,30.41
2019-03-04 00:27:53,98.22549,7.012632,61.87611,49.89325,30.58354
2019-03-04 00:37:53,97.55457,8.028172,61.85034,53.78032,30.69069
2019-03-04 00:47:53,97.33133,7.452175,89.03184,53.7606,30.71966
2019-03-04 00:57:53,98.55739,5.824243,69.11023,46.98793,30.35165
2019-03-04 01:07:53,99.10191,4.58663,65.09832,49.86335,30.25555
2019-03-04 01:17:53,97.13482,7.958158,62.40599,48.35057,30.70444
2019-03-04 01:27:53,98.55155,6.224266,54.67237,50.63263,30.42041
2019-03-04 01:37:53,97.97596,6.767316,74.49265,50.30873,30.52139
2019-03-04 01:47:53,97.70232,7.104742,84.05023,52.06371,30.53116
2019-03-04 01:57:53,98.06832,6.350673,58.30949,49.49609,30.47061
2019-03-04 02:07:53,97.45719,7.397403,58.76069,51.06056,30.60475
2019-03-04 02:17:53,98.04784,6.530652,61.15363,49.89908,30.46887
2019-03-04 02:27:53,97.89722,6.675599,61.71679,48.81929,30.43656
2019-03-04 02:37:53,97.51952,7.199926,50.41268,50.38366,30.54224
2019-03-04 02:47:53,98.58434,6.832059,57.21321,49.84076,30.37718
2019-03-04 02:57:53,98.09926,5.930508,57.09637,51.46856,30.37517
2019-03-04 03:07:53,97.5489,7.187498,49.34117,50.2837,30.45687
2019-03-04 03:17:53,97.28194,7.65586,64.05457,48.51868,30.52769
2019-03-04 03:27:53,97.47305,7.95872,63.8928,50.98577,30.49969
2019-03-04 03:37:53,97.33614,7.921461,54.84047,49.26853,30.49502
2019-03-04 03:47:53,97.12408,7.581323,92.90442,50.74101,30.47713
2019-03-04 03:57:53,97.29543,6.721059,70.56593,48.9046,30.41469
2019-03-04 04:07:53,96.88177,7.601394,62.35146,48.74474,30.45544
2019-03-04 04:17:53,98.09428,6.533041,56.81939,49.39047,30.31333
2019-03-04 04:27:53,97.0478,7.589835,57.69214,49.46606,30.42803
2019-03-04 04:37:53,97.469,6.043144,49.30093,49.35357,30.34074
2019-03-04 04:47:53,97.13489,7.51583,66.18484,50.35125,30.38075
2019-03-04 04:57:53,97.1629,7.203831,63.81697,50.5118,30.36124
2019-03-04 05:07:53,96.8856,7.592988,48.5453,49.45986,30.36209
2019-03-04 05:17:53,97.0326,7.337886,55.44285,50.05471,30.34801
2019-03-04 05:27:53,97.00613,7.287458,56.52958,49.25077,30.32488
2019-03-04 05:37:53,96.93119,7.167054,63.46859,49.48925,30.30379
2019-03-04 05:47:53,97.05468,6.786001,56.12367,50.83544,30.28896
2019-03-04 05:57:53,96.78865,7.120099,98.51643,52.52711,30.26755
2019-03-04 06:07:53,96.89992,6.818774,53.34926,49.85419,30.24779
2019-03-04 06:17:53,97.08683,6.507468,47.73965,50.21173,30.22605
2019-03-04 06:27:53,97.06518,6.682131,84.60075,49.21919,30.21396
2019-03-04 06:37:53,97.12867,6.459685,54.03593,49.2707,30.1794
2019-03-04 06:47:53,96.92108,6.600694,48.93547,51.53036,30.18754
2019-03-04 06:57:53,96.92237,6.605955,44.6463,48.18055,30.17591
2019-03-04 07:07:53,96.99675,6.533798,68.102,50.73143,30.15903
2019-03-04 07:17:53,96.99866,6.513961,61.89291,53.38425,30.14598
2019-03-04 07:27:53,96.97393,6.396982,47.10916,50.11728,30.13209
2019-03-04 07:37:53,97.22156,6.096025,64.36416,50.7268,30.1091
2019-03-04 07:47:53,97.16993,5.994539,58.31088,53.42192,30.10316
2019-03-04 07:57:53,97.31154,5.879609,61.5044,52.93326,30.09407
2019-03-04 08:07:53,97.32675,5.473515,49.77616,51.81197,30.08982
2019-03-04 08:17:53,97.34077,5.539865,57.04201,52.82382,30.08002
2019-03-04 08:27:53,96.98624,5.999691,48.16276,55.43699,30.07117
2019-03-04 08:37:53,96.78321,6.395656,72.73833,56.04532,30.06906
2019-03-04 08:47:53,96.7751,6.362844,64.68345,54.04508,30.06854
2019-03-04 08:57:53,96.76593,6.533534,57.2429,55.92595,30.06942
2019-03-04 09:07:53,96.83718,6.500672,82.66306,56.43272,30.06368
2019-03-04 09:17:53,96.63826,6.314452,58.4895,59.51417,30.08351
2019-03-04 09:27:53,96.98688,6.054152,54.42408,56.09463,30.07613
2019-03-04 09:37:53,97.41064,5.817734,57.03193,50.45242,30.05539
2019-03-04 09:47:53,97.37895,5.24578,56.50295,51.45765,30.07089
2019-03-04 09:57:53,97.19303,5.097591,62.80434,51.21365,30.06335
2019-03-04 10:07:53,97.68545,4.687014,34.44619,50.43307,30.04511
2019-03-04 10:17:53,97.92266,4.205132,59.89284,48.45725,30.05441
2019-03-04 10:27:53,98.27322,3.755776,38.23077,46.13115,30.04805
2019-03-04 10:37:53,99.89578,3.890167,43.8212,42.72718,30.04443
2019-03-04 10:47:53,99.91881,4.382054,33.667,46.80185,30.05701
2019-03-04 10:57:53,99.85396,4.386583,40.55909,44.85714,30.06363
2019-03-04 11:07:53,100.0578,4.430418,48.03378,43.98433,30.06648
2019-03-04 11:17:53,100.0331,4.20954,45.78908,44.37372,30.07783
2019-03-04 11:27:53,100.0447,4.151204,43.72281,48.3007,30.06989
2019-03-04 11:37:53,99.69993,4.782352,37.76543,46.46321,30.0875
2019-03-04 11:47:53,98.54196,5.076534,42.24026,48.9794,30.10271
2019-03-04 11:57:53,98.97864,5.080341,51.60571,48.96578,30.10625
2019-03-04 12:07:53,98.5851,5.481543,51.95092,48.97773,30.12727
2019-03-04 12:17:53,99.00977,5.517935,42.15973,52.555,30.13314
2019-03-04 12:27:53,98.83344,5.660147,41.2964,53.79629,30.16056
2019-03-04 12:37:53,98.94817,5.498734,43.41153,47.87817,30.14988
2019-03-04 12:47:53,98.73443,5.702725,53.7835,50.26443,30.15998
2019-03-04 12:57:53,98.36666,5.87912,46.1912,54.55465,30.16778
2019-03-04 13:07:53,98.50102,5.858112,45.98427,52.17252,30.16938
2019-03-04 13:17:54,98.54827,5.758766,55.45127,50.6044,30.17963
2019-03-04 13:27:54,98.34315,5.728704,50.36749,52.70505,30.19644
2019-03-04 13:37:54,98.35692,5.986403,60.94656,54.2198,30.19349
2019-03-04 13:47:54,98.49315,5.78877,53.47796,50.26492,30.1604
2019-03-04 13:57:54,98.56203,5.511569,46.0808,55.89729,30.15412
2019-03-04 14:07:54,98.63152,5.476429,60.76188,51.10046,30.16044
2019-03-04 14:17:54,98.29601,5.622538,86.17034,53.45154,30.16364
2019-03-04 14:27:54,98.28261,5.820023,51.71813,52.64267,30.16552
2019-03-04 14:37:54,98.29624,6.180622,77.90138,55.43476,30.19218
2019-03-04 14:47:54,98.37102,5.62326,60.3615,58.78854,30.16593
2019-03-04 14:57:54,98.34778,6.087749,62.80135,61.80962,30.20491
2019-03-04 15:07:54,98.21104,6.744452,54.52282,66.12662,30.27276
2019-03-04 15:17:54,97.70484,7.456285,85.53924,71.85015,30.32478
2019-03-04 15:27:54,97.60704,7.834229,81.05663,75.46812,30.37519
2019-03-04 15:37:54,98.17233,6.587393,72.7747,70.82704,30.29453
2019-03-04 15:47:54,98.06992,5.918736,66.46136,62.83916,30.20253
2019-03-04 15:57:54,97.87027,6.847469,66.91253,71.92773,30.29035
2019-03-04 16:07:54,98.0538,6.900561,106.2857,70.8588,30.32459
2019-03-04 16:17:54,98.17973,6.610562,76.64746,67.1436,30.29392
2019-03-04 16:27:54,98.3971,6.031386,73.46525,63.61693,30.2565
2019-03-04 16:37:54,98.08718,6.558553,82.25916,70.75199,30.28111
2019-03-04 16:47:54,98.12915,6.783601,62.47112,66.80505,30.30336
2019-03-04 16:57:54,98.23415,6.341884,59.6698,65.09028,30.27544
2019-03-04 17:07:54,98.11095,7.114035,63.86465,77.80428,30.34641
2019-03-04 17:17:54,98.14081,7.334828,68.79838,78.33536,30.34844
2019-03-04 17:27:54,98.50466,6.225045,68.50523,67.03957,30.30679
2019-03-04 17:37:54,98.39103,6.222468,74.84176,69.0946,30.28938
2019-03-04 17:47:54,97.85414,7.819036,72.12482,94.53442,30.40447
2019-03-04 17:57:54,98.04837,7.722938,51.98004,78.09413,30.46781
2019-03-04 18:07:54,98.15282,7.381455,66.38355,76.60812,30.41535
2019-03-04 18:17:54,98.21696,6.843822,64.72866,77.04395,30.35938
2019-03-04 18:27:54,98.61057,5.389086,59.5483,77.02883,30.29173
2019-03-04 18:37:54,98.02739,6.498446,53.60067,76.78447,30.3853
2019-03-04 18:47:54,98.15106,6.628554,70.80499,77.32838,30.37854
2019-03-04 18:57:54,98.76734,7.067239,62.72932,67.34898,30.36946
2019-03-04 19:07:54,98.37243,6.513988,62.66795,69.62075,30.43616
2019-03-04 19:17:54,98.61301,8.462375,69.0771,69.04265,30.52736
2019-03-04 19:27:54,98.66005,6.37523,67.20847,68.59996,30.41214
2019-03-04 19:37:54,98.56414,6.359585,65.90176,66.58876,30.35368
2019-03-04 19:47:54,99.22296,4.521373,65.73422,64.00378,30.29226
2019-03-04 19:57:54,99.49141,4.889776,85.96803,63.67288,30.28352
2019-03-04 20:07:54,98.95362,5.777247,58.312,65.76569,30.3921
2019-03-04 20:17:54,98.28895,6.277731,67.08372,68.45365,30.43795
2019-03-04 20:27:54,98.38007,6.592381,73.72131,64.97401,30.34634
2019-03-04 20:37:54,98.33639,6.388158,63.75991,64.34853,30.35535
2019-03-04 20:47:54,98.53085,6.368833,56.11608,61.9021,30.29726
2019-03-04 20:57:54,98.61146,5.761411,56.85432,63.89559,30.36011
2019-03-04 21:07:54,98.75847,7.895075,50.1212,65.32412,30.55405
2019-03-04 21:17:54,98.90316,6.355636,57.81062,61.12601,30.4846
2019-03-04 21:27:54,99.20007,6.809795,50.02018,61.30032,30.52898
2019-03-04 21:37:54,99.18242,6.016463,50.28355,60.80646,30.37986
2019-03-04 21:47:54,99.3323,5.360985,54.95457,58.18443,30.37059
2019-03-04 21:57:54,99.13609,5.406086,63.26903,60.64788,30.45339
2019-03-04 22:07:54,99.36743,5.718657,77.03104,57.48512,30.39608
2019-03-04 22:17:54,99.14773,5.495467,55.05464,59.57007,30.44289
2019-03-04 22:27:54,99.01012,5.939879,54.04276,57.77406,30.47852
2019-03-04 22:37:54,99.44881,5.039693,50.77308,57.68823,30.42641
2019-03-04 22:47:54,99.78996,4.545674,77.66207,58.1937,30.38262
2019-03-04 22:57:54,100.1152,3.868191,53.59446,49.7673,30.25964
2019-03-04 23:07:54,99.48091,5.540215,55.92131,54.6257,30.44355
2019-03-04 23:17:54,99.84112,4.464859,54.6157,55.60248,30.33508
2019-03-04 23:27:54,99.763,4.659773,62.83416,56.96642,30.34123
2019-03-04 23:37:54,99.56834,5.516628,63.31652,55.53016,30.43215
2019-03-04 23:47:54,99.95534,4.766624,67.03445,53.53868,30.40261
2019-03-04 23:57:54,99.8521,5.563115,60.58005,52.15653,30.50694
2019-03-05 00:07:54,100.4202,4.443623,53.59401,51.39923,30.37201
2019-03-05 00:17:54,100.2754,4.277344,55.99212,53.55684,30.41303
2019-03-05 00:27:54,100.2552,4.218234,53.97824,53.84993,30.34047
2019-03-05 00:37:54,100.0209,4.184072,62.6952,51.47052,30.38313
2019-03-05 00:47:54,100.0162,5.590225,54.96194,51.95755,30.54706
2019-03-05 00:57:54,99.98404,4.71081,127.1742,51.79313,30.45
2019-03-05 01:07:54,99.75539,5.421569,57.53459,52.92513,30.51098
2019-03-05 01:17:54,99.93394,4.478407,64.37251,56.49387,30.4311
2019-03-05 01:27:54,99.47697,5.639727,62.85052,55.26854,30.47379
2019-03-05 01:37:54,99.06123,5.106065,60.23546,53.99249,30.40405
2019-03-05 01:47:54,99.1788,5.655903,56.04047,55.46864,30.4469
2019-03-05 01:57:54,99.14507,5.457761,99.26111,60.30191,30.44403
2019-03-05 02:07:54,99.00778,6.21922,41.89447,59.14383,30.54464
2019-03-05 02:17:54,99.19721,5.971825,81.26141,61.56882,30.53115
2019-03-05 02:27:54,99.32195,5.611581,47.10222,57.55833,30.52309
2019-03-05 02:37:54,99.34951,5.581149,58.70251,60.31482,30.50379
2019-03-05 02:47:54,99.28066,5.815586,55.17685,62.17276,30.50686
2019-03-05 02:57:54,99.3968,5.823132,50.11823,56.29478,30.51418
2019-03-05 03:07:54,99.20063,6.833583,58.12506,56.13114,30.61329
2019-03-05 03:17:54,99.4099,7.018474,47.29783,52.74606,30.65156
2019-03-05 03:27:54,99.57709,7.410223,54.66493,57.24227,30.64754
2019-03-05 03:37:54,99.60135,7.765638,60.54314,57.705,30.63812
2019-03-05 03:47:54,99.72359,7.445371,55.94027,54.74136,30.68804
2019-03-05 03:57:54,99.90053,7.469611,60.71184,56.15132,30.67802
2019-03-05 04:07:54,99.79182,7.11285,43.35585,55.4468,30.63062
2019-03-05 04:17:54,99.71434,7.518063,41.63268,52.50781,30.64672
2019-03-05 04:27:54,99.78542,6.638281,45.50398,52.63949,30.56511
2019-03-05 04:37:54,99.73695,7.321522,73.61428,55.03549,30.60889
2019-03-05 04:47:54,99.63879,7.625192,48.84952,53.4753,30.61272
2019-03-05 04:57:54,99.63638,7.797088,52.3194,54.48375,30.59832
2019-03-05 05:07:54,99.56158,7.491356,55.85563,52.67114,30.55631
2019-03-05 05:17:54,99.68324,6.967355,49.18668,52.7061,30.5296
2019-03-05 05:27:54,99.93296,6.831359,60.79794,52.16794,30.4912
2019-03-05 05:37:54,99.76851,7.229221,67.59634,55.30814,30.53835
2019-03-05 05:47:54,99.62457,7.272142,61.36272,55.71072,30.51108
2019-03-05 05:57:54,99.53317,7.27412,50.68797,56.2882,30.50812
2019-03-05 06:07:54,99.30252,7.092608,60.42386,60.25978,30.48127
2019-03-05 06:17:54,99.52344,7.025146,53.23996,54.00562,30.46802
2019-03-05 06:27:54,99.50729,6.990976,52.31594,55.15345,30.44807
2019-03-05 06:37:54,99.09771,7.319744,49.52049,53.62037,30.43081
2019-03-05 06:47:54,99.39495,7.141791,53.49215,55.5811,30.41459
2019-03-05 06:57:54,99.08817,7.201157,47.26183,55.05244,30.39606
2019-03-05 07:07:54,99.10803,7.077736,55.84912,55.17912,30.38267
2019-03-05 07:17:54,99.2099,6.83839,50.20032,55.82602,30.37203
2019-03-05 07:27:54,98.98519,6.956733,58.28371,55.84935,30.35566
2019-03-05 07:37:54,98.88056,6.954308,58.85928,56.47856,30.34058
2019-03-05 07:47:54,98.90405,6.261974,63.73914,57.21437,30.31363
2019-03-05 07:57:54,98.96652,6.383105,53.27526,59.16612,30.3016
2019-03-05 08:07:54,99.08106,6.531538,49.35683,60.616,30.30128
2019-03-05 08:17:54,99.21619,6.413401,54.26304,59.57692,30.29396
2019-03-05 08:27:54,99.07653,6.60343,57.41853,58.56405,30.27884
2019-03-05 08:37:54,99.15575,6.588374,69.18283,55.81689,30.28172
2019-03-05 08:47:54,99.25259,6.628477,71.68343,57.71663,30.27875
2019-03-05 08:57:54,99.23363,6.77982,67.64664,56.60572,30.285
2019-03-05 09:07:54,99.14978,6.719533,62.84181,57.84772,30.28883
2019-03-05 09:17:54,99.21832,6.312416,62.33168,58.48998,30.28445
2019-03-05 09:27:54,99.16676,6.25854,60.16573,56.71892,30.28585
2019-03-05 09:37:54,98.97353,6.136566,68.43204,62.34488,30.28992
2019-03-05 09:47:54,98.8976,6.367341,68.59158,59.72958,30.29095
2019-03-05 09:57:54,98.60863,6.999856,57.22131,62.6411,30.28898
2019-03-05 10:07:54,98.46255,6.566058,49.22864,59.7935,30.27952
2019-03-05 10:17:54,98.84035,7.057837,42.74657,60.09677,30.27456
2019-03-05 10:27:54,99.26213,6.247676,46.11758,56.76573,30.27016
2019-03-05 10:37:54,99.18266,6.303912,44.18227,53.54269,30.26791
2019-03-05 10:47:54,99.58743,6.291501,50.88938,52.28936,30.25799
2019-03-05 10:57:54,99.37984,6.26551,46.90751,58.37585,30.27736
2019-03-05 11:07:54,99.23188,6.476522,51.95626,57.55394,30.29198
2019-03-05 11:17:54,99.32491,6.402316,65.88625,54.39825,30.29252
2019-03-05 11:27:54,99.17355,6.548937,77.89017,58.22204,30.31476
2019-03-05 11:37:54,99.15819,6.916549,48.66666,57.50775,30.32001
2019-03-05 11:47:54,99.13027,7.067469,43.61507,55.83321,30.32025
2019-03-05 11:57:54,99.40874,6.973552,45.45195,53.20402,30.31721
2019-03-05 12:07:54,99.44432,6.946683,49.20659,56.21416,30.33241
2019-03-05 12:17:54,99.6871,6.823784,44.74246,54.79721,30.34109
2019-03-05 12:27:54,99.67836,6.151483,51.71008,59.9145,30.3742
2019-03-05 12:37:54,99.28867,7.835139,60.38876,71.40474,30.46073
2019-03-05 12:47:54,99.36446,7.481558,63.24692,69.77524,30.42904
2019-03-05 12:57:54,99.34843,7.640839,68.73077,63.36597,30.39161
2019-03-05 13:07:54,99.48639,7.311234,64.12769,56.33129,30.37519
2019-03-05 13:17:54,99.56662,6.853225,43.64296,58.99479,30.3818
2019-03-05 13:27:54,99.60191,7.31216,48.77637,53.74101,30.38231
2019-03-05 13:37:54,99.80341,6.778077,48.3568,54.87003,30.36461
2019-03-05 13:47:54,99.67346,6.942347,48.23259,64.01161,30.38136
2019-03-05 13:57:54,99.79546,7.060057,50.52389,60.61115,30.39365
2019-03-05 14:07:54,99.55614,7.596425,54.27582,75.24759,30.46866
2019-03-05 14:17:54,99.70883,6.990429,58.26406,80.32051,30.44962
2019-03-05 14:27:54,99.63621,7.976303,83.63822,80.55507,30.50708
2019-03-05 14:37:54,99.49982,8.381762,66.71872,89.16332,30.51089
2019-03-05 14:47:54,99.25607,8.919874,51.9503,87.47314,30.51182
2019-03-05 14:57:54,99.33645,8.48278,57.56117,84.20528,30.49754
2019-03-05 15:07:54,99.25766,8.078389,58.80257,81.83395,30.47181
2019-03-05 15:17:54,99.5192,7.607268,57.58751,74.98309,30.48393
2019-03-05 15:27:54,99.07632,8.956618,61.4016,96.02372,30.57201
2019-03-05 15:37:54,99.04591,9.349028,61.66749,104.8391,30.60356
2019-03-05 15:47:54,99.43671,8.367373,55.87328,86.63463,30.55845
2019-03-05 15:57:54,99.84167,7.136956,63.74408,76.6106,30.48314
2019-03-05 16:07:54,99.80338,7.109754,65.79356,74.85525,30.50713
2019-03-05 16:17:54,99.65556,7.512253,61.64072,79.39171,30.53352
2019-03-05 16:27:54,99.34789,8.260853,70.10676,83.92901,30.52913
